Order,Suborder,Family,Species,MYA,Actual MYA,5My_oxy_SD,5My_oxy_M,5My_oxy_slope,5My_carb_SD,5My_carb_M,5My_carb_slope,1Mya_oxy_SD,1Mya_oxy_M,1Mya_oxy_slope,1Mya_carb_SD,1Mya_carb_M,1Mya_carb_slope,400K_oxy_SD,400K_oxy_M,400K_oxy_slope,400K_carb_SD,400K_carb_M,400K_carb_slope,200K_oxy_SD,200K_oxy_M,200K_oxy_slope,200K_carb_SD,200K_carb_M,200K_carb_slope,100K_oxy_SD,100K_oxy_M,100K_oxy_slope,100K_carb_SD,100K_carb_M,100K_carb_slope,40K_oxy_SD,40K_oxy_M,40K_oxy_slope,40K_carb_SD,40K_carb_M,40K_carb_slope,CC,log(CC),Body Estimate,log(Body), EQ = brain mass/(11.22 x body mass^0.76),Fossil,Social
HomininPrimates,Anthropoidea,Hominoidea,Homo sapiens,-0.115,-0.114,0.485,3.487,0.265,0.501,0.005,0.063,0.452,4.027,0.241,0.474,0.042,-0.065,0.501,4.069,0.096,0.452,0.051,-0.273,0.483,4.091,0.436,0.429,0.030,-0.120,0.576,4.095,3.066,0.433,0.038,-2.896,0.712,4.185,-45.857,0.405,-0.009,18.189,1480,3.170,,,,Liujiang,
HomininPrimates,Anthropoidea,Hominoidea,Homo sapiens,-0.115,-0.114,0.485,3.487,0.265,0.501,0.005,0.063,0.452,4.027,0.241,0.474,0.042,-0.065,0.501,4.069,0.096,0.452,0.051,-0.273,0.483,4.091,0.436,0.429,0.030,-0.120,0.576,4.095,3.066,0.433,0.038,-2.896,0.712,4.185,-45.857,0.405,-0.009,18.189,1450,3.161,,,,Skhul 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo sapiens,-0.115,-0.114,0.485,3.487,0.265,0.501,0.005,0.063,0.452,4.027,0.241,0.474,0.042,-0.065,0.501,4.069,0.096,0.452,0.051,-0.273,0.483,4.091,0.436,0.429,0.030,-0.120,0.576,4.095,3.066,0.433,0.038,-2.896,0.712,4.185,-45.857,0.405,-0.009,18.189,1300,3.114,,,,Skhul 2,
HomininPrimates,Anthropoidea,Hominoidea,Homo sapiens,-0.115,-0.114,0.485,3.487,0.265,0.501,0.005,0.063,0.452,4.027,0.241,0.474,0.042,-0.065,0.501,4.069,0.096,0.452,0.051,-0.273,0.483,4.091,0.436,0.429,0.030,-0.120,0.576,4.095,3.066,0.433,0.038,-2.896,0.712,4.185,-45.857,0.405,-0.009,18.189,1554.5,3.192,,,,Skhul 4,
HomininPrimates,Anthropoidea,Hominoidea,Homo sapiens,-0.115,-0.114,0.485,3.487,0.265,0.501,0.005,0.063,0.452,4.027,0.241,0.474,0.042,-0.065,0.501,4.069,0.096,0.452,0.051,-0.273,0.483,4.091,0.436,0.429,0.030,-0.120,0.576,4.095,3.066,0.433,0.038,-2.896,0.712,4.185,-45.857,0.405,-0.009,18.189,1499.5,3.176,,,,Skhul 5,
HomininPrimates,Anthropoidea,Hominoidea,Homo sapiens,-0.115,-0.114,0.485,3.487,0.265,0.501,0.005,0.063,0.452,4.027,0.241,0.474,0.042,-0.065,0.501,4.069,0.096,0.452,0.051,-0.273,0.483,4.091,0.436,0.429,0.030,-0.120,0.576,4.095,3.066,0.433,0.038,-2.896,0.712,4.185,-45.857,0.405,-0.009,18.189,1587.333,3.201,,,,Skhul 9,
HomininPrimates,Anthropoidea,Hominoidea,Homo sapiens,-0.117,-0.116,0.485,3.487,0.266,0.501,0.005,0.062,0.452,4.029,0.255,0.474,0.042,-0.081,0.499,4.073,0.168,0.450,0.049,-0.328,0.480,4.095,0.860,0.427,0.028,-0.415,0.572,4.110,4.594,0.424,0.024,-3.613,0.694,4.240,-42.824,0.371,-0.059,16.182,1550,3.190,,,,Singa 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo neanderthalensis,-0.122,-0.122,0.485,3.487,0.267,0.502,0.004,0.062,0.447,4.034,0.285,0.474,0.038,-0.087,0.490,4.085,0.333,0.448,0.048,-0.466,0.467,4.107,2.036,0.423,0.019,-0.850,0.538,4.137,9.015,0.415,0.000,-5.098,0.561,4.425,-26.978,0.297,-0.151,8.394,1270.5,3.104,,,,Tabun C1,
HomininPrimates,Anthropoidea,Hominoidea,Homo neanderthalensis,-0.125,-0.1244,0.485,3.487,0.267,0.502,0.004,0.062,0.444,4.037,0.295,0.474,0.038,-0.084,0.484,4.090,0.418,0.448,0.048,-0.465,0.455,4.115,2.485,0.423,0.019,-0.853,0.511,4.164,9.740,0.416,-0.003,-4.461,0.460,4.488,-15.746,0.299,-0.149,6.191,1234.333,3.091,,,,Saccopastore 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo neanderthalensis,-0.125,-0.1244,0.485,3.487,0.267,0.502,0.004,0.062,0.444,4.037,0.295,0.474,0.038,-0.084,0.484,4.090,0.418,0.448,0.048,-0.465,0.455,4.115,2.485,0.423,0.019,-0.853,0.511,4.164,9.740,0.416,-0.003,-4.461,0.460,4.488,-15.746,0.299,-0.149,6.191,1295,3.112,,,,Saccopastore 2,
HomininPrimates,Anthropoidea,Hominoidea,Homo neanderthalensis,-0.13,-0.128,0.485,3.486,0.268,0.502,0.004,0.061,0.442,4.040,0.304,0.473,0.035,-0.081,0.477,4.094,0.529,0.445,0.046,-0.510,0.457,4.109,3.368,0.417,0.017,-1.164,0.483,4.196,11.097,0.407,-0.010,-5.836,0.290,4.557,3.304,0.244,-0.175,-4.503,1205,3.081,,,,Krapina 6,
HomininPrimates,Anthropoidea,Hominoidea,Homo neanderthalensis,-0.13,-0.128,0.485,3.486,0.268,0.502,0.004,0.061,0.442,4.040,0.304,0.473,0.035,-0.081,0.477,4.094,0.529,0.445,0.046,-0.510,0.457,4.109,3.368,0.417,0.017,-1.164,0.483,4.196,11.097,0.407,-0.010,-5.836,0.290,4.557,3.304,0.244,-0.175,-4.503,1450,3.161,,,,Krapina B,
HomininPrimates,Anthropoidea,Hominoidea,Homo neanderthalensis,-0.13,-0.128,0.485,3.486,0.268,0.502,0.004,0.061,0.442,4.040,0.304,0.473,0.035,-0.081,0.477,4.094,0.529,0.445,0.046,-0.510,0.457,4.109,3.368,0.417,0.017,-1.164,0.483,4.196,11.097,0.407,-0.010,-5.836,0.290,4.557,3.304,0.244,-0.175,-4.503,1200,3.079,,,,Krapina C,
HomininPrimates,Anthropoidea,Hominoidea,Homo neanderthalensis,-0.13,-0.128,0.485,3.486,0.268,0.502,0.004,0.061,0.442,4.040,0.304,0.473,0.035,-0.081,0.477,4.094,0.529,0.445,0.046,-0.510,0.457,4.109,3.368,0.417,0.017,-1.164,0.483,4.196,11.097,0.407,-0.010,-5.836,0.290,4.557,3.304,0.244,-0.175,-4.503,1450,3.161,,,,Krapina D,
HomininPrimates,Anthropoidea,Hominoidea,Homo neanderthalensis,-0.143,-0.143,0.483,3.481,0.267,0.503,0.005,0.062,0.437,4.032,0.254,0.474,0.038,-0.058,0.467,4.081,0.253,0.444,0.051,-0.346,0.451,4.060,2.886,0.418,0.023,-0.442,0.472,4.079,10.169,0.431,0.056,-5.554,0.247,4.478,12.430,0.253,-0.168,-0.747,1065,3.027,,,,La Chaise 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo sapiens,-0.16,-0.16,0.478,3.474,0.264,0.505,0.006,0.063,0.429,4.015,0.202,0.477,0.045,-0.043,0.456,4.063,-0.319,0.444,0.055,-0.060,0.432,4.043,-0.098,0.428,0.024,0.822,0.419,4.033,0.470,0.442,0.071,-1.013,0.415,4.092,26.066,0.430,0.011,-15.895,1450,3.161,,,,Herto,
HomininPrimates,Anthropoidea,Hominoidea,Homo sapiens,-0.16,-0.16,0.478,3.474,0.264,0.505,0.006,0.063,0.429,4.015,0.202,0.477,0.045,-0.043,0.456,4.063,-0.319,0.444,0.055,-0.060,0.432,4.043,-0.098,0.428,0.024,0.822,0.419,4.033,0.470,0.442,0.071,-1.013,0.415,4.092,26.066,0.430,0.011,-15.895,1305,3.116,,,,Jebel Irhoud 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo sapiens,-0.16,-0.16,0.478,3.474,0.264,0.505,0.006,0.063,0.429,4.015,0.202,0.477,0.045,-0.043,0.456,4.063,-0.319,0.444,0.055,-0.060,0.432,4.043,-0.098,0.428,0.024,0.822,0.419,4.033,0.470,0.442,0.071,-1.013,0.415,4.092,26.066,0.430,0.011,-15.895,1400,3.146,,,,Jebel Irhoud 2,
HomininPrimates,Anthropoidea,Hominoidea,Homo sapiens,-0.16,-0.16,0.478,3.474,0.264,0.505,0.006,0.063,0.429,4.015,0.202,0.477,0.045,-0.043,0.456,4.063,-0.319,0.444,0.055,-0.060,0.432,4.043,-0.098,0.428,0.024,0.822,0.419,4.033,0.470,0.442,0.071,-1.013,0.415,4.092,26.066,0.430,0.011,-15.895,1283.5,3.108,,,,LH 18,
HomininPrimates,Anthropoidea,Hominoidea,Homo sapiens,-0.1635,-0.163,0.477,3.473,0.263,0.505,0.006,0.063,0.429,4.011,0.199,0.479,0.048,-0.046,0.455,4.058,-0.389,0.444,0.058,-0.007,0.427,4.038,-0.508,0.427,0.020,1.232,0.412,4.018,-0.814,0.449,0.085,-0.534,0.420,4.010,27.205,0.443,0.059,-16.089,1510,3.179,,,,Border Cave,
HomininPrimates,Anthropoidea,Hominoidea,Homo sapiens,-0.195,-0.195,0.476,3.465,0.262,0.508,0.007,0.062,0.432,3.994,0.243,0.487,0.065,-0.104,0.455,4.028,-0.204,0.452,0.088,-0.133,0.411,4.019,-1.201,0.436,0.060,0.988,0.402,4.013,-6.433,0.467,0.093,5.076,0.371,3.812,-19.581,0.480,0.233,12.066,1432.5,3.156,,,,Omo-Kibish 2,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.2,-0.2,0.476,3.464,0.263,0.508,0.007,0.061,0.431,3.997,0.254,0.485,0.062,-0.126,0.453,4.028,0.004,0.453,0.085,-0.310,0.417,4.015,-0.283,0.448,0.069,-0.164,0.392,4.051,-5.539,0.453,0.059,3.937,0.376,3.804,-8.546,0.448,0.184,6.127,1400,3.146,,,,Galilee (Zuttiyeh),
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.2,-0.2,0.476,3.464,0.263,0.508,0.007,0.061,0.431,3.997,0.254,0.485,0.062,-0.126,0.453,4.028,0.004,0.453,0.085,-0.310,0.417,4.015,-0.283,0.448,0.069,-0.164,0.392,4.051,-5.539,0.453,0.059,3.937,0.376,3.804,-8.546,0.448,0.184,6.127,1316.667,3.119,,,,Jinniushan,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.205,-0.205,0.477,3.464,0.264,0.508,0.007,0.061,0.430,4.001,0.258,0.485,0.061,-0.133,0.452,4.031,0.139,0.453,0.085,-0.366,0.442,3.995,0.976,0.471,0.094,-1.087,0.376,4.075,-3.965,0.450,0.051,3.610,0.365,3.834,-3.125,0.467,0.170,7.279,1160,3.064,,,,Dali 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.215,-0.214,0.477,3.463,0.265,0.508,0.007,0.059,0.430,4.008,0.245,0.482,0.057,-0.148,0.451,4.033,0.299,0.450,0.082,-0.537,0.456,3.979,1.960,0.468,0.089,-1.620,0.372,4.080,-0.458,0.428,0.022,1.133,0.420,4.020,-12.830,0.422,0.087,-0.935,1334.571,3.125,,,,V_rtessz_ll_s 2,
HomininPrimates,Anthropoidea,Hominoidea,Homo neanderthalensis,-0.219,-0.219,0.478,3.463,0.266,0.508,0.007,0.059,0.429,4.010,0.257,0.482,0.056,-0.147,0.456,4.029,0.496,0.454,0.087,-0.605,0.464,3.987,2.152,0.477,0.079,-1.333,0.366,4.086,1.693,0.431,0.024,0.564,0.403,4.104,-11.140,0.431,0.070,0.762,1200,3.079,,,,Biache,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.225,-0.225,0.478,3.461,0.266,0.509,0.008,0.058,0.429,4.009,0.262,0.482,0.059,-0.147,0.455,4.030,0.493,0.453,0.088,-0.499,0.470,3.986,2.153,0.476,0.076,-0.894,0.411,4.044,4.920,0.429,0.048,0.337,0.405,4.147,-12.477,0.455,0.067,10.310,1111.192,3.046,,,,Steinheim I,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.2255,-0.225,0.478,3.461,0.266,0.509,0.008,0.058,0.429,4.009,0.262,0.482,0.059,-0.147,0.455,4.030,0.493,0.453,0.088,-0.499,0.470,3.986,2.153,0.476,0.076,-0.894,0.411,4.044,4.920,0.429,0.048,0.337,0.405,4.147,-12.477,0.455,0.067,10.310,1400,3.146,,,,KNM-ER 3884,
HomininPrimates,Anthropoidea,Hominoidea,Homo neanderthalensis,-0.23,-0.229,0.477,3.460,0.266,0.509,0.008,0.058,0.429,4.006,0.265,0.483,0.060,-0.160,0.460,4.034,0.346,0.452,0.083,-0.464,0.479,3.994,1.588,0.480,0.064,-0.693,0.418,4.022,5.275,0.425,0.042,-0.064,0.406,4.159,-19.514,0.452,0.012,15.315,1450,3.161,,,,Ehringsdorf 9,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.236,-0.236,0.477,3.459,0.266,0.510,0.008,0.057,0.434,4.000,0.300,0.483,0.061,-0.187,0.469,4.046,0.187,0.451,0.079,-0.492,0.493,4.019,0.946,0.477,0.042,-0.485,0.434,3.990,7.305,0.413,0.030,-1.079,0.387,4.194,-15.471,0.460,0.016,3.274,1249.333,3.097,,,,Narmada 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.25,-0.2493,0.477,3.455,0.266,0.511,0.007,0.057,0.435,4.000,0.330,0.484,0.060,-0.195,0.474,4.069,0.038,0.452,0.063,-0.300,0.515,4.073,0.114,0.474,0.016,-0.154,0.443,4.059,4.925,0.392,-0.029,0.520,0.305,4.245,16.076,0.435,-0.045,0.057,1375,3.138,,,,KNM-ES-11693,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.255,-0.255,0.476,3.453,0.266,0.511,0.007,0.057,0.434,3.999,0.291,0.485,0.058,-0.176,0.474,4.065,-0.092,0.454,0.060,-0.247,0.517,4.073,-0.578,0.475,0.009,0.019,0.443,4.058,2.063,0.404,-0.029,0.130,0.313,4.181,13.049,0.445,-0.053,-2.442,1266.556,3.103,,,,Petralona 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.259,-0.259,0.476,3.452,0.265,0.511,0.007,0.056,0.433,3.997,0.279,0.485,0.058,-0.177,0.475,4.064,-0.208,0.454,0.057,-0.205,0.519,4.067,-0.927,0.475,0.002,0.123,0.445,4.058,0.201,0.403,-0.052,0.700,0.309,4.158,7.750,0.449,-0.060,-5.966,1280,3.107,,,,Florisbad 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.3,-0.3,0.473,3.441,0.264,0.514,0.010,0.054,0.433,3.985,0.257,0.488,0.069,-0.174,0.483,4.049,-0.290,0.462,0.069,-0.010,0.523,4.041,-1.343,0.477,0.064,-0.608,0.438,3.981,-1.325,0.445,0.074,-4.433,0.366,3.653,17.185,0.347,0.080,3.500,1310,3.117,,,,Broken Hill (Kabwe),
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.35,-0.349,0.473,3.433,0.267,0.516,0.013,0.051,0.423,3.987,0.326,0.500,0.085,-0.223,0.461,4.081,-0.057,0.472,0.058,0.344,0.480,4.094,-0.171,0.471,0.082,-0.178,0.571,4.091,-2.205,0.534,0.048,2.801,0.229,4.224,13.725,0.422,-0.001,-16.909,1100,3.041,,,,Ndutu 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.399,-0.3987,0.470,3.421,0.265,0.519,0.015,0.046,0.430,3.966,0.357,0.511,0.104,-0.340,0.467,4.085,-0.286,0.463,0.019,0.770,0.492,4.034,0.771,0.467,0.114,-0.950,0.594,4.082,-3.214,0.523,0.069,-0.092,0.742,3.938,-51.641,0.613,0.064,37.000,1432,3.156,,,,Reilingen,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.4,-0.4,0.470,3.421,0.266,0.519,0.014,0.046,0.429,3.966,0.363,0.509,0.101,-0.348,0.466,4.089,-0.280,0.457,0.013,0.719,0.490,4.037,0.896,0.457,0.104,-1.095,0.590,4.087,-2.657,0.505,0.057,-1.109,0.748,3.972,-51.936,0.579,0.019,32.996,1138.667,3.056,,,,Arago 21,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.4,-0.4,0.470,3.421,0.266,0.519,0.014,0.046,0.429,3.966,0.363,0.509,0.101,-0.348,0.466,4.089,-0.280,0.457,0.013,0.719,0.490,4.037,0.896,0.457,0.104,-1.095,0.590,4.087,-2.657,0.505,0.057,-1.109,0.748,3.972,-51.936,0.579,0.019,32.996,1185,3.074,,,,Ceprano,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.4,-0.4,0.470,3.421,0.266,0.519,0.014,0.046,0.429,3.966,0.363,0.509,0.101,-0.348,0.466,4.089,-0.280,0.457,0.013,0.719,0.490,4.037,0.896,0.457,0.104,-1.095,0.590,4.087,-2.657,0.505,0.057,-1.109,0.748,3.972,-51.936,0.579,0.019,32.996,911,2.960,,,,Sal_ 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.4,-0.4,0.470,3.421,0.266,0.519,0.014,0.046,0.429,3.966,0.363,0.509,0.101,-0.348,0.466,4.089,-0.280,0.457,0.013,0.719,0.490,4.037,0.896,0.457,0.104,-1.095,0.590,4.087,-2.657,0.505,0.057,-1.109,0.748,3.972,-51.936,0.579,0.019,32.996,1305,3.116,,,,Swanscombe I,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.412,-0.412,0.471,3.420,0.269,0.517,0.013,0.043,0.421,3.977,0.456,0.506,0.094,-0.428,0.437,4.124,0.199,0.438,-0.011,0.318,0.451,4.085,3.099,0.432,0.074,-2.728,0.499,4.195,5.556,0.428,-0.016,-8.086,0.603,4.397,-28.910,0.310,-0.291,6.357,1012.5,3.005,,,,Hexian PA 830,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.412,-0.412,0.471,3.420,0.269,0.517,0.013,0.043,0.421,3.977,0.456,0.506,0.094,-0.428,0.437,4.124,0.199,0.438,-0.011,0.318,0.451,4.085,3.099,0.432,0.074,-2.728,0.499,4.195,5.556,0.428,-0.016,-8.086,0.603,4.397,-28.910,0.310,-0.291,6.357,1121.429,3.050,,,,Ngandong  1,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.412,-0.412,0.471,3.420,0.269,0.517,0.013,0.043,0.421,3.977,0.456,0.506,0.094,-0.428,0.437,4.124,0.199,0.438,-0.011,0.318,0.451,4.085,3.099,0.432,0.074,-2.728,0.499,4.195,5.556,0.428,-0.016,-8.086,0.603,4.397,-28.910,0.310,-0.291,6.357,1109,3.045,,,,Ngandong  10,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.412,-0.412,0.471,3.420,0.269,0.517,0.013,0.043,0.421,3.977,0.456,0.506,0.094,-0.428,0.437,4.124,0.199,0.438,-0.011,0.318,0.451,4.085,3.099,0.432,0.074,-2.728,0.499,4.195,5.556,0.428,-0.016,-8.086,0.603,4.397,-28.910,0.310,-0.291,6.357,1266.167,3.102,,,,Ngandong  5,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.412,-0.412,0.471,3.420,0.269,0.517,0.013,0.043,0.421,3.977,0.456,0.506,0.094,-0.428,0.437,4.124,0.199,0.438,-0.011,0.318,0.451,4.085,3.099,0.432,0.074,-2.728,0.499,4.195,5.556,0.428,-0.016,-8.086,0.603,4.397,-28.910,0.310,-0.291,6.357,1115.714,3.048,,,,Ngandong  6,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.412,-0.412,0.471,3.420,0.269,0.517,0.013,0.043,0.421,3.977,0.456,0.506,0.094,-0.428,0.437,4.124,0.199,0.438,-0.011,0.318,0.451,4.085,3.099,0.432,0.074,-2.728,0.499,4.195,5.556,0.428,-0.016,-8.086,0.603,4.397,-28.910,0.310,-0.291,6.357,1135,3.055,,,,Ngandong  9,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.412,-0.412,0.471,3.420,0.269,0.517,0.013,0.043,0.421,3.977,0.456,0.506,0.094,-0.428,0.437,4.124,0.199,0.438,-0.011,0.318,0.451,4.085,3.099,0.432,0.074,-2.728,0.499,4.195,5.556,0.428,-0.016,-8.086,0.603,4.397,-28.910,0.310,-0.291,6.357,1090,3.037,,,,Ngandong 11,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.412,-0.412,0.471,3.420,0.269,0.517,0.013,0.043,0.421,3.977,0.456,0.506,0.094,-0.428,0.437,4.124,0.199,0.438,-0.011,0.318,0.451,4.085,3.099,0.432,0.074,-2.728,0.499,4.195,5.556,0.428,-0.016,-8.086,0.603,4.397,-28.910,0.310,-0.291,6.357,1000,3.000,,,,Ngawi,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.412,-0.412,0.471,3.420,0.269,0.517,0.013,0.043,0.421,3.977,0.456,0.506,0.094,-0.428,0.437,4.124,0.199,0.438,-0.011,0.318,0.451,4.085,3.099,0.432,0.074,-2.728,0.499,4.195,5.556,0.428,-0.016,-8.086,0.603,4.397,-28.910,0.310,-0.291,6.357,1056.333,3.024,,,,Sambungmacan 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.412,-0.412,0.471,3.420,0.269,0.517,0.013,0.043,0.421,3.977,0.456,0.506,0.094,-0.428,0.437,4.124,0.199,0.438,-0.011,0.318,0.451,4.085,3.099,0.432,0.074,-2.728,0.499,4.195,5.556,0.428,-0.016,-8.086,0.603,4.397,-28.910,0.310,-0.291,6.357,1006,3.003,,,,Sambungmacan 4,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.53,-0.53,0.458,3.389,0.262,0.524,0.015,0.039,0.399,3.926,0.374,0.517,0.125,-0.473,0.399,4.077,-0.074,0.455,-0.073,1.202,0.446,4.075,-0.788,0.458,0.029,0.932,0.410,3.950,2.807,0.440,0.135,-3.737,0.289,4.197,4.632,0.205,-0.108,-6.957,1390,3.143,,,,Atapuerca 4,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.53,-0.53,0.458,3.389,0.262,0.524,0.015,0.039,0.399,3.926,0.374,0.517,0.125,-0.473,0.399,4.077,-0.074,0.455,-0.073,1.202,0.446,4.075,-0.788,0.458,0.029,0.932,0.410,3.950,2.807,0.440,0.135,-3.737,0.289,4.197,4.632,0.205,-0.108,-6.957,1125,3.051,,,,Atapuerca 5,
HomininPrimates,Anthropoidea,Hominoidea,Homo heidelbergensis,-0.53,-0.53,0.458,3.389,0.262,0.524,0.015,0.039,0.399,3.926,0.374,0.517,0.125,-0.473,0.399,4.077,-0.074,0.455,-0.073,1.202,0.446,4.075,-0.788,0.458,0.029,0.932,0.410,3.950,2.807,0.440,0.135,-3.737,0.289,4.197,4.632,0.205,-0.108,-6.957,1153.333,3.062,,,,Atapuerca 6,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.54,-0.54,0.458,3.387,0.261,0.524,0.015,0.040,0.401,3.928,0.348,0.518,0.123,-0.439,0.400,4.070,0.062,0.459,-0.070,1.149,0.444,4.075,-0.676,0.467,0.039,0.846,0.476,4.022,-1.896,0.449,0.121,-0.589,0.396,4.031,24.424,0.262,-0.011,-10.085,1000,3.000,,,,Nanjing,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.55,-0.55,0.456,3.385,0.259,0.524,0.015,0.040,0.398,3.924,0.308,0.519,0.128,-0.425,0.408,4.046,0.163,0.464,-0.060,1.058,0.439,4.063,-1.359,0.474,0.034,1.617,0.489,4.028,-7.127,0.462,0.103,3.737,0.343,3.909,14.309,0.389,0.149,-15.952,900,2.954,,,,Poloyo 1,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.581,-0.5805,0.454,3.380,0.258,0.526,0.016,0.039,0.397,3.921,0.330,0.533,0.145,-0.481,0.413,4.041,0.530,0.479,-0.057,0.726,0.428,4.103,-0.931,0.484,-0.002,2.374,0.483,4.147,-8.098,0.507,0.033,7.986,0.318,3.753,8.505,0.506,0.356,6.092,1100,3.041,,,,Yunxian EV9002,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.59,-0.5898,0.453,3.378,0.257,0.526,0.016,0.037,0.397,3.923,0.325,0.534,0.145,-0.520,0.411,4.042,0.605,0.472,-0.065,0.445,0.433,4.102,-0.389,0.470,-0.029,2.060,0.495,4.131,-4.569,0.527,0.044,3.658,0.438,3.859,-13.777,0.521,0.244,18.484,1030,3.013,,,,Zhoukoudian II,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.59,-0.5898,0.453,3.378,0.257,0.526,0.016,0.037,0.397,3.923,0.325,0.534,0.145,-0.520,0.411,4.042,0.605,0.472,-0.065,0.445,0.433,4.102,-0.389,0.470,-0.029,2.060,0.495,4.131,-4.569,0.527,0.044,3.658,0.438,3.859,-13.777,0.521,0.244,18.484,937.5,2.972,,,,Zhoukoudian III,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.59,-0.5898,0.453,3.378,0.257,0.526,0.016,0.037,0.397,3.923,0.325,0.534,0.145,-0.520,0.411,4.042,0.605,0.472,-0.065,0.445,0.433,4.102,-0.389,0.470,-0.029,2.060,0.495,4.131,-4.569,0.527,0.044,3.658,0.438,3.859,-13.777,0.521,0.244,18.484,1220,3.086,,,,Zhoukoudian V,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.59,-0.5898,0.453,3.378,0.257,0.526,0.016,0.037,0.397,3.923,0.325,0.534,0.145,-0.520,0.411,4.042,0.605,0.472,-0.065,0.445,0.433,4.102,-0.389,0.470,-0.029,2.060,0.495,4.131,-4.569,0.527,0.044,3.658,0.438,3.859,-13.777,0.521,0.244,18.484,850,2.929,,,,Zhoukoudian VI,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.59,-0.5898,0.453,3.378,0.257,0.526,0.016,0.037,0.397,3.923,0.325,0.534,0.145,-0.520,0.411,4.042,0.605,0.472,-0.065,0.445,0.433,4.102,-0.389,0.470,-0.029,2.060,0.495,4.131,-4.569,0.527,0.044,3.658,0.438,3.859,-13.777,0.521,0.244,18.484,1225,3.088,,,,Zhoukoudian X,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.59,-0.5898,0.453,3.378,0.257,0.526,0.016,0.037,0.397,3.923,0.325,0.534,0.145,-0.520,0.411,4.042,0.605,0.472,-0.065,0.445,0.433,4.102,-0.389,0.470,-0.029,2.060,0.495,4.131,-4.569,0.527,0.044,3.658,0.438,3.859,-13.777,0.521,0.244,18.484,1015,3.006,,,,Zhoukoudian XI,
HomininPrimates,Anthropoidea,Hominoidea,Homo erectus,-0.59,-0.5898,0.453,3.378,0.257,0.526,0.016,0.037,0.397,3.923,0.325,0.534,0.145,-0.520,0.411,4.042,0.605,0.472,-0.065,0.445,0.433,4.102,-0.389,0.470,-0.029,2.060,0.495,4.131,-4.569,0.527,0.044,3.658,0.438,3.859,-13.777,0.521,0.244,18.484,1030,3.013,,,,Zhoukoudian XII,
